newid,st_wgt,caladj45,state,psu
05622562,65232.10088244715,1.2221886255796588,36,NA
05623701,21213.26407362774,0.7395998251989068,36,S12A
05623702,21213.26407362774,0.7395998251989068,36,S12A
05623991,70691.0703852593,1.7909106061692388,36,NA
05623992,70691.0703852593,1.7909106061692388,36,NA
05624041,110976.56838469885,1.7149206967677026,36,S12A
05624042,110976.56838469885,1.7149206967677026,36,S12A
05624181,69833.25980334157,1.1269169788568552,36,S12A
05624182,69833.25980334157,1.1269169788568552,36,S12A
05624591,31955.75101241669,0.51567803779212,36,S12A
05624592,31955.75101241669,0.51567803779212,36,S12A
05624891,19369.15196590355,0.7395998251989068,36,NA
05624892,19369.15196590355,0.7395998251989068,36,NA
05624931,87075.47359166373,1.345577125123852,36,S12A
05624932,87075.47359166373,1.345577125123852,36,S12A
05625641,68494.73882242417,1.4794634712160664,36,NA
05625642,68494.73882242417,1.4794634712160664,36,NA
05625831,40380.16875812467,0.5654277069991678,36,S12A
