newid,state,qintrvyr,qintrvmo,psu,nywgt
04323084,36,2020,11,S12A,32975.56590091348
04323614,36,2020,11,S12A,27591.256850906037
04323724,36,2020,11,NA,24857.962007957718
04323754,36,2020,11,S12A,38023.20300515827
04323784,36,2020,11,S12A,21422.783197233723
04323794,36,2020,11,S12A,22745.693165388715
04324244,36,2020,11,S12A,20593.269173261822
04325124,36,2020,11,S12A,16339.793507673194
04325454,36,2020,11,S12A,9531.944732176036
04325584,36,2020,11,S12A,13846.182759376945
04325974,36,2020,11,S12A,18975.112203921435
04327344,36,2020,11,S12A,34187.81013533841
04327554,36,2020,11,S12A,16369.564725737155
04327604,36,2020,11,S12A,10271.394791332761
04327654,36,2020,11,S12A,23061.684309010438
04327974,36,2020,11,NA,17048.924796934527
04328024,36,2020,11,S12A,33562.88668465166
04328084,36,2020,11,NA,21688.840105971205
04328494,36,2020,11,NA,20413.132200593238
04329294,36,2020,11,S12A,27950.52999789849
04329514,36,2020,11,S12A,15395.401541537693
04329704,36,2020,11,S12A,16376.736341728827
04329714,36,2020,11,NA,19903.060214986803
04330504,36,2020,11,S12A,24889.544099172683
04331334,36,2020,11,S12A,15061.726497913685
04341784,36,2020,12,S12A,29522.98626946719
04342074,36,2020,12,S12A,12513.345151051877
04342424,36,2020,12,S12A,23649.4127380789
04342464,36,2020,12,S12A,10281.994050621082
04342614,36,2020,12,S12A,29245.701244896234
04342814,36,2020,12,S12A,13127.599760352621
04343074,36,2020,12,S12A,26613.173738532274
04343254,36,2020,12,S12A,17317.635434903816
04343364,36,2020,12,S12A,19510.974340459892
04343464,36,2020,12,NA,27539.084578362654
04343694,36,2020,12,S12A,28995.918558056197
04344844,36,2020,12,NA,25730.273295101433
04344874,36,2020,12,NA,31530.599167841112
04345274,36,2020,12,S12A,23649.4127380789
04345464,36,2020,12,S12A,32934.370903432486
04347004,36,2020,12,NA,8562.838174379933
04347884,36,2020,12,S12A,27571.321124120404
04347964,36,2020,12,S12A,16111.37589569277
04348494,36,2020,12,S12A,35985.963708298186
04348554,36,2020,12,S12A,23794.610151415305
04349394,36,2020,12,S12A,32974.28261733976
04349464,36,2020,12,S12A,17317.635434903816
04349784,36,2020,12,NA,19108.882705286247
04349934,36,2020,12,S12A,17904.087550217606
04350004,36,2020,12,S12A,14047.761931043686
04350344,36,2020,12,NA,16028.442978109608
04351174,36,2020,12,NA,17686.628161892048
04351774,36,2020,12,NA,19815.595103127234
04378663,36,2020,10,S12A,27304.31265531456
04378773,36,2020,10,S12A,15677.08821507157
04379143,36,2020,10,S12A,26922.4571810194
04379783,36,2020,10,S12A,17621.80674811559
04380093,36,2020,10,S12A,26973.7757756233
04380133,36,2020,10,NA,23572.4022619498
04380233,36,2020,10,S12A,21540.306834457642
04380723,36,2020,10,S12A,20550.49230323355
04381533,36,2020,10,S12A,23771.579544373
04381713,36,2020,10,NA,25118.94900319065
04381883,36,2020,10,S12A,31922.634062009813
04382113,36,2020,10,S12A,36792.451173440924
04382374,36,2020,10,NA,26665.500590855074
04382533,36,2020,10,NA,19243.7712744886
04382853,36,2020,10,S12A,16114.20899365707
04383663,36,2020,10,NA,19977.290897878524
04384553,36,2020,10,S12A,29460.452496598355
04384994,36,2020,10,S12A,21571.49083838376
04385703,36,2020,10,S12A,25981.898258042293
04385853,36,2020,10,S12A,21839.55232858663
04386603,36,2020,10,NA,22790.826634990553
04387023,36,2020,10,NA,30275.49523221101
04387103,36,2020,10,S12A,16695.753766510927
04387544,36,2020,10,S12A,15303.487785620957
04388703,36,2020,10,NA,25045.670948722694
04388793,36,2020,10,NA,32908.44206352029
04388853,36,2020,10,S12A,14494.721706890343
04388873,36,2020,10,NA,41488.312773651756
04393203,36,2020,11,S12A,39242.35917808967
04393423,36,2020,11,NA,30648.707187121232
04394353,36,2020,11,NA,15750.277954211615
04394403,36,2020,11,S12A,9009.219530752676
04395234,36,2020,11,NA,23553.06743196107
04395444,36,2020,11,NA,22087.85507205658
04395973,36,2020,11,S12A,25584.97713985564
04396793,36,2020,11,S12A,12299.916019002825
04396844,36,2020,11,S12A,13693.180311858829
04396933,36,2020,11,S12A,22682.009859768186
04397773,36,2020,11,S12A,40594.8806323053
04398203,36,2020,11,S12A,15703.213690794233
04398573,36,2020,11,NA,15957.392060395045
04398823,36,2020,11,NA,33001.82155292229
04399043,36,2020,11,NA,19387.61824220789
04399183,36,2020,11,S12A,29176.53559460507
04399723,36,2020,11,NA,36447.80547880086
04399833,36,2020,11,NA,21135.56342135434
04400263,36,2020,11,S12A,26840.5813086142
04400753,36,2020,11,S12A,23879.98725550772
04401053,36,2020,11,NA,28691.693000807085
04401363,36,2020,11,NA,39614.72318460665
04401463,36,2020,11,S12A,27254.25093119302
04401663,36,2020,11,S12A,17663.669147752393
04402273,36,2020,11,S12A,12321.534877352862
04402353,36,2020,11,S12A,19292.516915337277
04402533,36,2020,11,S12A,47269.47681347472
04403593,36,2020,11,S12A,15735.901618912469
04403643,36,2020,11,S12A,25060.703268554156
04404323,36,2020,11,NA,20758.71783498361
04404423,36,2020,11,NA,13798.795303676303
04404623,36,2020,11,NA,21688.840105971205
04405904,36,2020,11,S12A,25330.353453380543
04406023,36,2020,11,S12A,17890.6303681606
04406913,36,2020,12,S12A,23944.38306497205
04407083,36,2020,12,S12A,25098.12904924125
04407303,36,2020,12,S12A,18591.407932114824
04407404,36,2020,12,S12A,32934.370903432486
04407683,36,2020,12,S12A,28486.395949399834
04408253,36,2020,12,S12A,21207.681870454526
04408543,36,2020,12,S12A,23649.4127380789
04408853,36,2020,12,NA,28121.51788251861
04409653,36,2020,12,NA,32101.63155292217
04411003,36,2020,12,S12A,19199.399999711513
04411383,36,2020,12,NA,18145.728524822487
04411473,36,2020,12,S12A,26438.002574573384
04411673,36,2020,12,NA,25153.872586451453
04411823,36,2020,12,S12A,18568.275695681587
04412303,36,2020,12,S12A,26375.124241486785
04412533,36,2020,12,NA,21714.96158171374
04412793,36,2020,12,S12A,11658.027712954266
04412923,36,2020,12,S12A,18669.075213601373
04414133,36,2020,12,S12A,23343.93161272737
04415183,36,2020,12,S12A,23649.4127380789
04415244,36,2020,12,S12A,15275.151647381135
04415423,36,2020,12,S12A,26598.498391374047
04416323,36,2020,12,NA,25514.394592310684
04416333,36,2020,12,NA,20288.633758264663
04417133,36,2020,12,NA,31807.480732280295
04417873,36,2020,12,S12A,32163.459872095827
04419153,36,2020,12,NA,21086.685644901085
04419293,36,2020,12,S12A,16569.748586077738
04419653,36,2020,12,NA,34272.69770434744
04419744,36,2020,12,S12A,25377.06010126639
04419803,36,2020,12,S12A,17340.296768516015
04421352,36,2020,10,S12A,24446.68262852951
04421382,36,2020,10,S12A,21540.306834457642
04421742,36,2020,10,NA,24532.040576234824
04422632,36,2020,10,NA,20239.150100812185
04423672,36,2020,10,S12A,29904.176845983573
04423702,36,2020,10,S12A,26089.89283141286
04423852,36,2020,10,NA,18583.76437545457
04425122,36,2020,10,S12A,19443.103021522216
04425422,36,2020,10,NA,22832.812531827825
04425672,36,2020,10,S12A,15508.866807569273
04426842,36,2020,10,S12A,28133.6569579779
04427432,36,2020,10,S12A,32571.383488215743
04427452,36,2020,10,NA,20239.150100812185
04427482,36,2020,10,S12A,32142.067866611145
04427752,36,2020,10,S12A,26412.50115959851
04428192,36,2020,10,S12A,21118.19653905363
04428482,36,2020,10,NA,38078.22623821426
04428732,36,2020,10,S12A,20766.506495771937
04429372,36,2020,10,S12A,32221.879556138796
04429382,36,2020,10,S12A,19778.49785157188
04461402,36,2020,11,S12A,20790.660838927564
04461952,36,2020,11,S12A,34128.80559208256
04462172,36,2020,11,NA,13359.931344441646
04462552,36,2020,11,S12A,20885.294107533133
04462822,36,2020,11,NA,20233.11948555896
04463122,36,2020,11,S12A,24136.30055661537
04463462,36,2020,11,S12A,15089.792440625533
04463562,36,2020,11,S12A,37604.62664123795
04463712,36,2020,11,S12A,30042.605006277277
04464052,36,2020,11,NA,25590.537685418123
04464472,36,2020,11,NA,23190.191734817192
04466252,36,2020,11,NA,27019.766193146563
04467262,36,2020,11,NA,19623.703858562716
04467512,36,2020,11,S12A,17502.62281784157
04467612,36,2020,11,S12A,32313.31088718502
04467812,36,2020,11,S12A,20381.910793369552
04467932,36,2020,11,S12A,21812.837934167477
04468322,36,2020,11,S12A,28562.078166597938
04468422,36,2020,11,S12A,21875.142674688395
04468632,36,2020,11,NA,33923.086538407166
04469252,36,2020,11,NA,31404.30361498003
04469612,36,2020,11,S12A,22806.849153033665
04470292,36,2020,11,NA,21408.750555357998
04470702,36,2020,11,NA,16725.68101287731
04471802,36,2020,11,NA,17290.039538108085
04472282,36,2020,11,S12A,13132.78038926
04472532,36,2020,11,NA,34793.33549023094
04472712,36,2020,11,S12A,27570.24207481474
04503242,36,2020,12,NA,34501.30118118133
04503282,36,2020,12,NA,16920.26404944594
04504232,36,2020,12,S12A,23426.87334480441
04505182,36,2020,12,S12A,14684.02272299575
04506332,36,2020,12,S12A,41126.70442188007
04506562,36,2020,12,S12A,17084.769549938836
04506742,36,2020,12,NA,22220.854042634168
04507412,36,2020,12,NA,16123.728765899474
04507602,36,2020,12,S12A,31861.898881259924
04507762,36,2020,12,S12A,42694.32680384673
04508352,36,2020,12,NA,18332.400802107953
04508462,36,2020,12,S12A,36434.04947362933
04509062,36,2020,12,S12A,32934.370903432486
04509232,36,2020,12,S12A,23917.414170377913
04509252,36,2020,12,NA,19852.001880184842
04509352,36,2020,12,S12A,19864.186529213774
04509992,36,2020,12,S12A,17888.711461288716
04510312,36,2020,12,S12A,15379.817401888862
04510722,36,2020,12,NA,24153.31878984309
04510912,36,2020,12,S12A,17340.296768516015
04511312,36,2020,12,S12A,13444.481421751898
04511422,36,2020,12,S12A,27716.826579710025
04511874,36,2020,12,NA,24171.729095594226
04512332,36,2020,12,S12A,21128.26920337191
04512642,36,2020,12,S12A,13097.128587440002
04512892,36,2020,12,S12A,23667.438953156474
04514212,36,2020,12,NA,13209.759975358282
04514232,36,2020,12,S12A,30053.62097487265
04514254,36,2020,12,S12A,41497.508048865515
04514372,36,2020,12,S12A,17317.635434903816
04545321,36,2020,10,S12A,23712.734065524823
04545901,36,2020,10,NA,37952.91191781939
04546261,36,2020,10,NA,24550.739553863426
04546471,36,2020,10,NA,27277.771147214833
04546871,36,2020,10,S12A,24256.028355109927
04547091,36,2020,10,S12A,20480.9359997766
04547181,36,2020,10,S12A,25809.93787846025
04547641,36,2020,10,NA,20199.92500803419
04548561,36,2020,10,S12A,25911.09515318245
04548671,36,2020,10,S12A,32341.399233106207
04549151,36,2020,10,S12A,20263.148676028883
04549801,36,2020,10,S12A,14863.280070733026
04549871,36,2020,10,S12A,36123.429770052026
04550211,36,2020,10,S12A,27952.248512136193
04550311,36,2020,10,S12A,16387.14556172841
04550901,36,2020,10,NA,24772.85977140228
04552501,36,2020,10,S12A,25891.19403512144
04552561,36,2020,10,S12A,36927.560282287246
04553061,36,2020,10,S12A,21839.55232858663
04554061,36,2020,10,S12A,25916.222474412516
04554191,36,2020,10,NA,24987.225930464785
04555141,36,2020,10,S12A,19143.857527393233
04556431,36,2020,11,S12A,36044.03574718104
04556631,36,2020,11,S12A,27950.52999789849
04556781,36,2020,11,NA,10260.331220524497
04557741,36,2020,11,S12A,32313.31088718502
04558051,36,2020,11,S12A,27950.52999789849
04558131,36,2020,11,NA,30936.010782081757
04558821,36,2020,11,NA,32783.77624506082
04558961,36,2020,11,S12A,45626.368102825065
04559511,36,2020,11,NA,20096.09821618295
04559742,36,2020,11,S12A,26577.182038570147
04560481,36,2020,11,S12A,42395.4230742918
04561441,36,2020,11,S12A,14587.929045050543
04562161,36,2020,11,S12A,22494.349760113808
04562551,36,2020,11,S12A,20150.745481134487
04563031,36,2020,11,NA,16540.85966710644
04563111,36,2020,11,NA,23230.3433579559
04563251,36,2020,11,NA,24877.06893813658
04563581,36,2020,11,NA,13869.743856448651
04564191,36,2020,11,NA,31491.535451007927
04564344,36,2020,11,S12A,15585.76969617734
04564911,36,2020,11,S12A,33562.88668465166
04566104,36,2020,11,S12A,27591.256850906037
04566161,36,2020,11,S12A,26322.60028041028
04566171,36,2020,11,NA,17619.24723577724
04566301,36,2020,11,S12A,15886.396302194875
04566631,36,2020,11,S12A,13586.699758084706
04567711,36,2020,11,S12A,22426.596639682546
04567721,36,2020,11,NA,19434.198875747104
04567741,36,2020,11,NA,34560.943647248125
04567931,36,2020,12,S12A,15744.46946103832
04568301,36,2020,12,S12A,14684.02272299575
04569611,36,2020,12,S12A,21128.26920337191
04569791,36,2020,12,S12A,22794.25589546076
04570841,36,2020,12,S12A,11877.084359099807
04571441,36,2020,12,NA,17686.628161892048
04572781,36,2020,12,S12A,23667.438953156474
04572811,36,2020,12,S12A,19510.974340459892
04572891,36,2020,12,S12A,20895.40331840693
04573491,36,2020,12,S12A,27035.597951285323
04573611,36,2020,12,S12A,27912.24769944971
04574861,36,2020,12,S12A,17664.65165533365
04575031,36,2020,12,NA,19852.001880184842
04575261,36,2020,12,NA,27819.515694352714
04575671,36,2020,12,S12A,15493.974083389774
04575701,36,2020,12,NA,20941.49708283505
04576101,36,2020,12,S12A,15744.46946103832
04576761,36,2020,12,NA,25424.488914951733
04577671,36,2020,12,S12A,29111.03970112282
04577781,36,2020,12,S12A,30244.61442467465
04579011,36,2020,12,S12A,21102.969390533864
04579221,36,2020,12,NA,33440.651304671475
04579281,36,2020,12,S12A,19864.186529213774
