newid,state,qintrvyr,qintrvmo,psu,txwgt
04560141,48,2020,11,S37A,62382.614609338714
04560371,48,2020,11,S37B,44576.453483127996
04560552,48,2020,11,S37B,46957.03573204631
04561291,48,2020,11,S37A,34379.83660638307
04562211,48,2020,11,NA,66104.57864949167
04562291,48,2020,11,NA,48691.604454409746
04562631,48,2020,11,S37B,35664.01469029883
04562761,48,2020,11,S37A,20233.567940908593
04563051,48,2020,11,NA,34420.25847590402
04565951,48,2020,11,S37A,43005.85949632024
04566871,48,2020,11,NA,32990.45718554269
04566991,48,2020,11,S37B,58909.763891364535
04567591,48,2020,11,S37B,24673.232279032985
04568521,48,2020,12,S37B,33993.63272885026
04568791,48,2020,12,S37A,21722.083911802336
04569311,48,2020,12,S37A,30298.325755868085
04569901,48,2020,12,S37A,28891.723912184705
04569921,48,2020,12,NA,78098.95610556948
04570251,48,2020,12,NA,50448.36909580159
04570501,48,2020,12,S37A,34973.1811732145
04570591,48,2020,12,S37A,53342.208752967
04572661,48,2020,12,S37A,36865.924960241595
04572862,48,2020,12,S37A,27416.32184174538
04573241,48,2020,12,S37B,29914.774215065798
04573691,48,2020,12,NA,48798.02822388199
04574081,48,2020,12,NA,25599.38146406816
04574611,48,2020,12,S37A,25914.78960268412
04574621,48,2020,12,S37A,27433.098558532067
04574731,48,2020,12,NA,52625.910681575544
04575291,48,2020,12,S37B,23433.67479997955
04577931,48,2020,12,NA,84024.89853824404
04578411,48,2020,12,NA,28407.358895343332
04579161,48,2020,12,S37A,35433.50874397297
