NEWID,STATE,PSU,st_wgt,CALADJ45
05333712,06,S49E,51112.388509,2.360442549
05333831,06,,63002.704612,1.008789015
05333832,06,,63002.704612,1.008789015
05333901,06,S49E,18319.24688,0.7752343512
05333902,06,S49E,18319.24688,0.7752343512
05334071,06,,30026.96265,0.5668792523
05334072,06,,30026.96265,0.5668792523
05334131,06,S49A,40544.396071,1.1631553143
05334132,06,S49A,40544.396071,1.1631553143
05334531,06,S49A,30068.591601,0.8827742732
05334532,06,S49A,30068.591601,0.8827742732
05334691,06,S49A,21921.660437,0.6435910972
05334692,06,S49A,21921.660437,0.6435910972
05334841,06,S49C,31176.388874,1.0560496147
05334842,06,S49C,31176.388874,1.0560496147
05335371,06,,42225.963083,0.25
05335372,06,,42225.963083,0.25
05335531,06,S49B,60948.228832,0.8828205029
05335532,06,S49B,60948.228832,0.8828205029
05335591,06,S49A,24136.718974,0.4964819116
05335592,06,S49A,24136.718974,0.4964819116
05335791,06,,32555.782501,0.5728507605
05335792,06,,32555.782501,0.5728507605
05335941,06,S49E,10848.211103,0.8731352546
05335942,06,S49E,10848.211103,0.8731352546
05335961,06,S49A,26333.000731,0.6435910972
05335962,06,S49A,26333.000731,0.6435910972
05336071,06,S49E,37605.255349,1.7074175367
05336072,06,S49E,37605.255349,1.7074175367
05336251,06,S49B,69747.066068,1.7074175367
05336252,06,S49B,69747.066068,1.7074175367
05336581,06,S49E,13913.293121,0.6435910972
05336582,06,S49E,13913.293121,0.6435910972
05336661,06,,44382.763912,0.7752343512
05336662,06,,44382.763912,0.7752343512
05336941,06,S49C,11981.636414,0.25
05336942,06,S49C,11981.636414,0.25
05338071,06,S49A,28804.77802,1.1717796002
05338072,06,S49A,28804.77802,1.1717796002
05338321,06,S49A,33575.995595,0.6062028942
05338322,06,S49A,25651.549227,0.4631297779
05338761,06,S49A,32468.039164,0.6960943717
05338762,06,S49A,32468.039164,0.6960943717
05338891,06,S49A,39665.981341,0.7161554636
05338892,06,S49A,39665.981341,0.7161554636
05339281,06,S49B,51792.647046,1.0753352796
05339282,06,S49B,51792.647046,1.0753352796
05339591,06,S49A,44652.150913,1.8414842282
05339592,06,S49A,44652.150913,1.8414842282
05339721,06,S49A,23656.854506,0.4866113062
05339722,06,S49A,23656.854506,0.4866113062
05340051,06,,59500.008365,1.1360315457
05340311,06,S49A,48886.662259,1.4087634355
05340312,06,S49A,48886.662259,1.4087634355
05340641,06,,39058.347443,0.9497259537
05340642,06,,39058.347443,0.9497259537
05340651,06,S49A,115232.32548,2.4915971928
05340652,06,S49A,115232.32548,2.4915971928
05340901,06,S49A,12543.262845,0.4532591725
05340902,06,S49A,12543.262845,0.4532591725
05340951,06,,62850.123093,0.8827742732
05340952,06,,62850.123093,0.8827742732
05341471,06,S49A,33701.044796,1.4897356537
05341472,06,S49A,33701.044796,1.4897356537
05343051,06,,42225.963083,0.25
05343052,06,,42225.963083,0.25
05343381,06,S49A,51005.351202,1.4949941357
05343382,06,S49A,51005.351202,1.4949941357
05343701,06,S49B,48440.213849,1.1858229352
05343702,06,S49B,48440.213849,1.1858229352
